ticket_id,created_at,channel,product,region,customer_tier,issue_category,ticket_text,response_time_hours,num_previous_tickets,sentiment_score,contains_urgent_words,priority_label
TKT-02231,2024-08-13 16:00:00,web,ProductA,West,Platinum,shipping,The ProductA application crashed and I lost all my data.,10.31,2,-0.412,1,Critical
TKT-02232,2024-06-03 10:00:00,web,ProductC,Central,Silver,general,My subscription for ProductC is showing incorrect charges.,7.26,5,0.362,0,Low
TKT-02233,2024-07-24 04:00:00,web,ProductA,East,Platinum,returns,"Duplicate charge on my account for ProductA, please fix immediately.",25.13,1,-0.224,1,Critical
TKT-02234,2024-04-11 00:00:00,web,ProductD,East,Platinum,billing,"I cannot log into my ProductD account, please help urgently.",2.29,6,-0.3,1,Critical
TKT-02235,2024-12-11 07:00:00,call,ProductB,South,Silver,technical,"I cannot log into my ProductB account, please help urgently.",33.0,1,-0.536,1,Critical
TKT-02236,2024-08-14 02:00:00,call,ProductC,West,Platinum,general,Slow performance on ProductC — response time is unacceptable.,16.8,5,0.012,0,Medium
TKT-02237,2024-02-15 06:00:00,chat,ProductC,Central,Bronze,technical,The ProductC dashboard is completely blank — outage?,18.89,3,-0.283,1,High
TKT-02238,2024-10-09 18:00:00,call,ProductC,West,Bronze,returns,There is a technical error when I try to use ProductC.,13.73,4,0.142,1,Medium
TKT-02239,2024-06-09 21:00:00,web,ProductD,North,Bronze,shipping,I have been waiting for a refund on ProductD for over 3 weeks.,2.05,0,-0.018,0,Low
TKT-02240,2024-06-09 12:00:00,chat,ProductD,West,Platinum,returns,I am getting an error code on ProductD — this is critical for my business.,0.37,4,-0.606,1,Critical
TKT-02241,2024-08-11 07:00:00,chat,ProductC,East,Silver,account,I want to return my ProductC — it arrived broken.,2.03,4,-0.077,1,Medium
TKT-02242,2024-04-12 10:00:00,email,ProductD,North,Bronze,billing,My ProductD is not working and I need help immediately.,3.27,1,-0.006,1,High
TKT-02243,2024-11-17 16:00:00,chat,ProductD,North,Platinum,billing,My ProductD is not working and I need help immediately.,0.81,9,-0.007,1,Critical
TKT-02244,2024-02-29 17:00:00,web,ProductB,East,Bronze,technical,Need help setting up ProductB for the first time.,5.14,3,-0.158,0,Low
TKT-02245,2024-02-26 05:00:00,web,ProductA,North,Silver,shipping,I have a billing issue with my recent ProductA order.,33.23,4,0.243,0,Medium
TKT-02246,2024-03-14 09:00:00,chat,ProductA,West,Bronze,technical,The ProductA dashboard is completely blank — outage?,14.5,4,0.315,1,High
TKT-02247,2024-04-04 15:00:00,email,ProductC,Central,Gold,account,I have been waiting for a refund on ProductC for over 3 weeks.,32.17,1,-0.495,0,High
TKT-02248,2024-03-06 14:00:00,web,ProductA,South,Platinum,account,"Duplicate charge on my account for ProductA, please fix immediately.",3.34,1,-0.543,1,Critical
TKT-02249,2024-08-19 04:00:00,web,ProductD,North,Silver,general,My ProductD stopped working after the latest update.,2.1,5,-0.026,0,Low
TKT-02250,2024-07-19 11:00:00,web,ProductB,Central,Platinum,returns,I have been waiting for a refund on ProductB for over 3 weeks.,13.88,1,-0.434,0,High
TKT-02251,2024-06-13 07:00:00,web,ProductD,East,Platinum,technical,"Please escalate this asap, ProductD is down for our entire team.",15.63,7,-0.184,1,Critical
TKT-02252,2024-02-10 02:00:00,chat,ProductD,North,Silver,general,The shipment for my ProductD has not arrived yet.,14.81,3,0.877,0,Low
TKT-02253,2024-02-20 03:00:00,call,ProductA,South,Silver,billing,There is a technical error when I try to use ProductA.,4.32,2,-0.357,1,Critical
TKT-02254,2024-11-24 18:00:00,web,ProductC,Central,Gold,general,My subscription for ProductC is showing incorrect charges.,10.71,0,0.267,0,Low
TKT-02255,2024-01-24 02:00:00,web,ProductD,South,Platinum,billing,The ProductD dashboard is completely blank — outage?,21.91,3,0.472,1,Critical
TKT-02256,2024-02-03 09:00:00,chat,ProductC,East,Silver,returns,The shipment for my ProductC has not arrived yet.,5.26,2,-0.247,0,Low
TKT-02257,2024-09-28 08:00:00,chat,ProductA,West,Gold,returns,"Please help me reset my password, I cannot access ProductA.",0.76,2,0.07,1,High
TKT-02258,2024-05-05 14:00:00,web,ProductC,West,Platinum,technical,General inquiry about ProductC pricing and features.,2.13,1,-0.565,0,Critical
TKT-02259,2024-08-16 09:00:00,call,ProductA,North,Silver,shipping,The ProductA dashboard is completely blank — outage?,11.17,4,-0.63,1,Critical
TKT-02260,2024-12-04 03:00:00,chat,ProductB,Central,Bronze,technical,I need to cancel my ProductB subscription and get a refund.,5.21,8,0.603,0,Low
TKT-02261,2024-01-07 07:00:00,chat,ProductC,West,Silver,general,I have a billing issue with my recent ProductC order.,7.89,3,-0.369,0,Medium
TKT-02262,2024-03-12 09:00:00,web,ProductC,East,Gold,account,My ProductC is not working and I need help immediately.,10.01,2,0.177,1,High
TKT-02263,2024-07-05 16:00:00,chat,ProductD,East,Silver,technical,"Duplicate charge on my account for ProductD, please fix immediately.",16.13,2,-0.691,1,Critical
TKT-02264,2024-07-17 02:00:00,email,ProductD,West,Silver,returns,Slow performance on ProductD — response time is unacceptable.,6.07,2,0.019,0,Low
TKT-02265,2024-02-12 20:00:00,web,ProductD,North,Bronze,shipping,I am getting an error code on ProductD — this is critical for my business.,4.96,8,0.164,1,Medium
TKT-02266,2024-06-01 03:00:00,chat,ProductD,East,Platinum,returns,Slow performance on ProductD — response time is unacceptable.,13.28,3,-0.076,0,Medium
TKT-02267,2024-06-22 11:00:00,email,ProductD,South,Gold,shipping,Slow performance on ProductD — response time is unacceptable.,16.98,3,-0.809,0,High
TKT-02268,2024-11-02 16:00:00,chat,ProductD,North,Gold,billing,My subscription for ProductD is showing incorrect charges.,7.81,2,0.078,0,Medium
TKT-02269,2024-07-05 19:00:00,call,ProductB,North,Platinum,billing,The shipment for my ProductB has not arrived yet.,4.64,5,-0.073,0,High
TKT-02270,2024-12-05 00:00:00,web,ProductD,Central,Bronze,account,I have a billing issue with my recent ProductD order.,10.7,1,-0.178,0,Low
TKT-02271,2024-08-12 07:00:00,chat,ProductB,West,Gold,billing,I have an emergency: ProductB integration is failure for all users.,6.3,3,-0.785,1,Critical
TKT-02272,2024-06-16 15:00:00,call,ProductB,North,Silver,billing,General inquiry about ProductB pricing and features.,11.61,4,-0.978,0,High
TKT-02273,2024-07-18 13:00:00,chat,ProductD,East,Bronze,billing,I want to return my ProductD — it arrived broken.,10.79,1,0.921,1,High
TKT-02274,2024-09-03 17:00:00,call,ProductC,South,Platinum,technical,I want to return my ProductC — it arrived broken.,1.7,3,-0.015,1,Critical
TKT-02275,2024-03-23 21:00:00,email,ProductA,North,Gold,shipping,There is a technical error when I try to use ProductA.,21.25,2,0.198,1,High
TKT-02276,2024-11-04 01:00:00,web,ProductA,South,Silver,billing,"I cannot log into my ProductA account, please help urgently.",1.13,2,0.13,1,High
TKT-02277,2024-11-24 12:00:00,call,ProductC,Central,Bronze,account,"I cannot log into my ProductC account, please help urgently.",3.72,3,-1.0,1,High
TKT-02278,2024-09-21 19:00:00,email,ProductC,East,Bronze,shipping,I want to return my ProductC — it arrived broken.,0.31,6,-0.302,1,High
TKT-02279,2024-02-13 07:00:00,email,ProductB,Central,Gold,general,The shipment for my ProductB has not arrived yet.,3.79,4,-0.284,0,Low
TKT-02280,2024-05-12 13:00:00,chat,ProductB,Central,Silver,shipping,I have an emergency: ProductB integration is failure for all users.,34.92,3,-0.21,1,High
TKT-02281,2024-03-11 16:00:00,web,ProductD,West,Gold,billing,I am getting an error code on ProductD — this is critical for my business.,1.04,1,0.515,1,Critical
TKT-02282,2024-02-15 16:00:00,chat,ProductD,Central,Silver,technical,The ProductD dashboard is completely blank — outage?,14.46,8,-0.121,1,High
TKT-02283,2024-09-08 19:00:00,call,ProductB,West,Platinum,account,General inquiry about ProductB pricing and features.,1.27,1,-0.228,0,Medium
TKT-02284,2024-08-30 15:00:00,call,ProductB,South,Bronze,billing,My ProductB is not working and I need help immediately.,2.88,5,0.331,1,High
TKT-02285,2024-08-03 03:00:00,web,ProductA,West,Gold,general,My ProductA is not working and I need help immediately.,0.1,0,0.478,1,High
TKT-02286,2024-03-20 12:00:00,email,ProductD,Central,Bronze,technical,"Duplicate charge on my account for ProductD, please fix immediately.",1.03,2,1.0,1,High
TKT-02287,2024-01-23 04:00:00,web,ProductB,North,Platinum,returns,I need to cancel my ProductB subscription and get a refund.,1.93,5,-0.066,0,Medium
TKT-02288,2024-03-13 18:00:00,call,ProductC,East,Silver,shipping,I have a billing issue with my recent ProductC order.,0.41,3,-0.896,0,Medium
TKT-02289,2024-04-14 11:00:00,chat,ProductA,East,Gold,general,My ProductA stopped working after the latest update.,17.55,4,-0.129,0,Low
TKT-02290,2024-02-21 06:00:00,email,ProductC,Central,Gold,returns,Need help setting up ProductC for the first time.,0.86,5,0.423,0,Medium
TKT-02291,2024-01-18 20:00:00,web,ProductD,West,Gold,general,My ProductD is not working and I need help immediately.,6.93,2,-0.237,1,High
TKT-02292,2024-03-09 08:00:00,email,ProductC,South,Gold,technical,"Duplicate charge on my account for ProductC, please fix immediately.",2.14,1,0.179,1,Critical
TKT-02293,2024-03-25 11:00:00,web,ProductC,East,Bronze,billing,General inquiry about ProductC pricing and features.,8.42,6,0.547,0,Low
TKT-02294,2024-07-07 18:00:00,email,ProductB,South,Silver,account,I have a billing issue with my recent ProductB order.,19.65,3,-0.124,0,Low
TKT-02295,2024-03-09 13:00:00,web,ProductC,Central,Bronze,general,I have been waiting for a refund on ProductC for over 3 weeks.,16.8,0,0.219,0,Low
TKT-02296,2024-07-02 16:00:00,call,ProductD,North,Bronze,shipping,General inquiry about ProductD pricing and features.,6.96,3,0.249,0,Low
TKT-02297,2024-03-13 22:00:00,email,ProductA,Central,Silver,billing,My ProductA is not working and I need help immediately.,10.6,1,-0.146,1,High
TKT-02298,2024-03-13 23:00:00,web,ProductD,West,Bronze,returns,I have an emergency: ProductD integration is failure for all users.,2.29,2,-0.7,1,High
TKT-02299,2024-04-24 22:00:00,chat,ProductC,North,Silver,account,General inquiry about ProductC pricing and features.,14.96,2,-0.453,0,Medium
TKT-02300,2024-03-27 11:00:00,email,ProductB,West,Bronze,general,"Please escalate this asap, ProductB is down for our entire team.",21.03,1,0.777,1,Medium
TKT-02301,2024-05-08 00:00:00,email,ProductB,Central,Silver,returns,The ProductB application crashed and I lost all my data.,8.73,4,-0.076,1,High
TKT-02302,2024-09-22 04:00:00,call,ProductD,South,Silver,billing,I need to cancel my ProductD subscription and get a refund.,1.65,1,-0.189,0,Medium
TKT-02303,2024-10-07 22:00:00,chat,ProductB,West,Gold,shipping,Slow performance on ProductB — response time is unacceptable.,3.66,5,-0.235,0,Medium
TKT-02304,2024-12-05 17:00:00,email,ProductC,West,Gold,technical,The ProductC application crashed and I lost all my data.,2.02,3,-0.301,1,Critical
TKT-02305,2024-05-05 20:00:00,chat,ProductA,East,Bronze,returns,There is a technical error when I try to use ProductA.,2.06,1,-0.211,1,Medium
TKT-02306,2024-02-01 18:00:00,email,ProductA,South,Silver,technical,My subscription for ProductA is showing incorrect charges.,6.1,2,-0.608,0,High
TKT-02307,2024-01-02 22:00:00,chat,ProductA,East,Platinum,technical,"I cannot log into my ProductA account, please help urgently.",3.99,6,0.035,1,Critical
TKT-02308,2024-08-21 00:00:00,email,ProductB,West,Bronze,general,"I cannot log into my ProductB account, please help urgently.",6.21,12,-0.12,1,Medium
TKT-02309,2024-08-09 22:00:00,chat,ProductB,North,Platinum,technical,Need help setting up ProductB for the first time.,1.62,5,-0.851,0,Critical
TKT-02310,2024-04-09 14:00:00,web,ProductD,West,Platinum,general,"Please escalate this asap, ProductD is down for our entire team.",0.1,2,0.22,1,High
TKT-02311,2024-11-29 18:00:00,chat,ProductB,South,Platinum,shipping,The ProductB dashboard is completely blank — outage?,26.13,0,1.0,1,Critical
TKT-02312,2024-11-12 11:00:00,web,ProductC,North,Platinum,billing,I am getting an error code on ProductC — this is critical for my business.,14.85,1,0.132,1,Critical
TKT-02313,2024-05-19 03:00:00,call,ProductB,Central,Bronze,billing,I have been waiting for a refund on ProductB for over 3 weeks.,15.57,1,-0.411,0,Medium
TKT-02314,2024-04-30 20:00:00,chat,ProductD,East,Bronze,shipping,The ProductD application crashed and I lost all my data.,0.41,6,-0.15,1,Medium
TKT-02315,2024-08-25 11:00:00,email,ProductD,Central,Bronze,returns,"Please help me reset my password, I cannot access ProductD.",13.25,5,0.599,1,Medium
TKT-02316,2024-09-23 15:00:00,chat,ProductC,East,Silver,returns,The ProductC dashboard is completely blank — outage?,1.05,3,0.516,1,High
TKT-02317,2024-01-12 16:00:00,chat,ProductC,West,Silver,returns,There is a technical error when I try to use ProductC.,54.86,1,-0.488,1,Critical
TKT-02318,2024-04-08 18:00:00,chat,ProductB,Central,Platinum,returns,"Duplicate charge on my account for ProductB, please fix immediately.",19.57,5,-0.056,1,Critical
TKT-02319,2024-03-08 11:00:00,web,ProductA,Central,Gold,general,The ProductA application crashed and I lost all my data.,1.57,5,-0.444,1,Critical
TKT-02320,2024-03-14 03:00:00,call,ProductC,North,Gold,general,The shipment for my ProductC has not arrived yet.,31.35,4,-0.908,0,High
TKT-02321,2024-12-27 18:00:00,chat,ProductB,Central,Gold,shipping,I need to cancel my ProductB subscription and get a refund.,1.21,5,-0.633,0,High
TKT-02322,2024-08-11 11:00:00,email,ProductB,South,Platinum,account,My ProductB is not working and I need help immediately.,42.29,4,-0.324,1,Critical
TKT-02323,2024-03-15 01:00:00,call,ProductD,South,Gold,billing,I want to return my ProductD — it arrived broken.,24.63,3,0.136,1,Critical
TKT-02324,2024-10-01 09:00:00,web,ProductC,Central,Platinum,shipping,"Please escalate this asap, ProductC is down for our entire team.",8.25,0,-1.0,1,Critical
TKT-02325,2024-06-16 04:00:00,call,ProductC,Central,Bronze,returns,"Please escalate this asap, ProductC is down for our entire team.",5.2,0,-0.427,1,High
TKT-02326,2024-12-29 12:00:00,web,ProductC,West,Bronze,shipping,My subscription for ProductC is showing incorrect charges.,18.03,3,-0.168,0,Low
TKT-02327,2024-02-22 01:00:00,call,ProductC,Central,Platinum,technical,My ProductC is not working and I need help immediately.,14.53,4,-0.447,1,Critical
TKT-02328,2024-11-14 20:00:00,call,ProductA,North,Silver,technical,"Please escalate this asap, ProductA is down for our entire team.",0.51,1,0.584,1,High
TKT-02329,2024-05-26 10:00:00,call,ProductD,South,Bronze,billing,My subscription for ProductD is showing incorrect charges.,4.49,4,0.355,0,Low
TKT-02330,2024-10-06 07:00:00,email,ProductB,East,Gold,billing,My ProductB is not working and I need help immediately.,2.63,2,-0.137,1,Critical
TKT-02331,2024-08-20 15:00:00,call,ProductA,South,Gold,general,The shipment for my ProductA has not arrived yet.,5.69,5,0.169,0,Low
TKT-02332,2024-06-13 15:00:00,web,ProductB,Central,Bronze,billing,I have an emergency: ProductB integration is failure for all users.,5.11,5,-0.117,1,High
TKT-02333,2024-01-05 08:00:00,web,ProductA,Central,Platinum,general,I want to return my ProductA — it arrived broken.,1.64,3,0.597,1,High
TKT-02334,2024-12-09 20:00:00,web,ProductD,North,Silver,returns,The shipment for my ProductD has not arrived yet.,3.99,2,-0.131,0,Low
TKT-02335,2024-11-04 19:00:00,call,ProductB,East,Gold,billing,Need help setting up ProductB for the first time.,7.44,4,-0.916,0,High
TKT-02336,2024-07-06 21:00:00,email,ProductB,Central,Bronze,general,My ProductB is not working and I need help immediately.,14.3,3,-0.565,1,High
TKT-02337,2024-05-13 16:00:00,chat,ProductB,North,Silver,technical,I want to return my ProductB — it arrived broken.,0.42,1,0.833,1,High
TKT-02338,2024-11-02 20:00:00,web,ProductB,West,Silver,technical,I have a billing issue with my recent ProductB order.,6.32,4,0.095,0,Medium
TKT-02339,2024-07-23 12:00:00,email,ProductB,South,Silver,billing,Need help setting up ProductB for the first time.,2.03,4,-0.309,0,High
TKT-02340,2024-09-15 02:00:00,email,ProductD,South,Silver,general,The ProductD dashboard is completely blank — outage?,42.36,2,0.541,1,High
TKT-02341,2024-10-13 23:00:00,email,ProductA,Central,Silver,shipping,I want to return my ProductA — it arrived broken.,6.21,4,-0.367,1,Critical
TKT-02342,2024-10-10 08:00:00,chat,ProductA,North,Bronze,technical,There is a technical error when I try to use ProductA.,8.94,4,-0.111,1,High
TKT-02343,2024-12-28 09:00:00,chat,ProductA,East,Platinum,technical,"Duplicate charge on my account for ProductA, please fix immediately.",27.48,4,0.468,1,Critical
TKT-02344,2024-04-27 12:00:00,chat,ProductC,West,Platinum,technical,I am getting an error code on ProductC — this is critical for my business.,0.93,5,-0.126,1,Critical
TKT-02345,2024-01-14 16:00:00,web,ProductD,Central,Gold,shipping,"Please escalate this asap, ProductD is down for our entire team.",18.41,5,-0.462,1,Critical
TKT-02346,2024-03-03 03:00:00,call,ProductB,Central,Platinum,shipping,"Please help me reset my password, I cannot access ProductB.",15.03,5,0.592,1,Critical
TKT-02347,2024-11-23 05:00:00,chat,ProductA,Central,Silver,billing,"I cannot log into my ProductA account, please help urgently.",3.24,4,-1.0,1,Critical
TKT-02348,2024-03-27 07:00:00,chat,ProductD,Central,Silver,billing,My subscription for ProductD is showing incorrect charges.,11.84,2,-0.01,0,Medium
TKT-02349,2024-02-27 01:00:00,email,ProductB,South,Bronze,account,I have an emergency: ProductB integration is failure for all users.,10.18,6,0.644,1,Medium
TKT-02350,2024-04-02 23:00:00,web,ProductC,East,Bronze,shipping,I have an emergency: ProductC integration is failure for all users.,9.54,4,-0.44,1,High
TKT-02351,2024-05-30 12:00:00,call,ProductB,South,Bronze,returns,There is a technical error when I try to use ProductB.,18.09,6,-0.205,1,Medium
TKT-02352,2024-02-24 17:00:00,call,ProductA,North,Silver,account,I am getting an error code on ProductA — this is critical for my business.,7.67,2,0.757,1,Medium
TKT-02353,2024-01-23 14:00:00,web,ProductC,East,Platinum,technical,My ProductC is not working and I need help immediately.,4.95,2,0.81,1,Critical
TKT-02354,2024-08-08 03:00:00,email,ProductA,North,Bronze,general,The shipment for my ProductA has not arrived yet.,15.69,1,0.225,0,Low
TKT-02355,2024-10-26 16:00:00,chat,ProductB,West,Bronze,billing,"I cannot log into my ProductB account, please help urgently.",5.19,2,0.156,1,High
TKT-02356,2024-08-01 13:00:00,email,ProductC,South,Bronze,general,Need help setting up ProductC for the first time.,12.61,2,-0.404,0,Low
TKT-02357,2024-04-18 17:00:00,web,ProductD,East,Bronze,account,The ProductD application crashed and I lost all my data.,30.84,3,0.447,1,Medium
TKT-02358,2024-12-22 12:00:00,call,ProductA,East,Silver,account,The ProductA dashboard is completely blank — outage?,10.71,2,-0.424,1,High
TKT-02359,2024-01-29 23:00:00,web,ProductA,Central,Silver,technical,I need to cancel my ProductA subscription and get a refund.,10.33,1,-0.662,0,High
TKT-02360,2024-11-15 00:00:00,email,ProductC,Central,Platinum,returns,I am getting an error code on ProductC — this is critical for my business.,7.79,5,-0.322,1,Critical
TKT-02361,2024-06-16 16:00:00,email,ProductA,North,Bronze,account,The ProductA application crashed and I lost all my data.,0.54,3,-0.157,1,Medium
TKT-02362,2024-12-18 04:00:00,web,ProductD,North,Gold,general,Need help setting up ProductD for the first time.,26.98,3,-0.376,0,High
TKT-02363,2024-06-09 23:00:00,call,ProductC,Central,Silver,returns,"I cannot log into my ProductC account, please help urgently.",2.89,7,-0.219,1,High
TKT-02364,2024-02-03 10:00:00,chat,ProductD,East,Silver,shipping,Need help setting up ProductD for the first time.,1.75,2,-0.43,0,Medium
TKT-02365,2024-01-27 21:00:00,call,ProductC,North,Gold,technical,I have an emergency: ProductC integration is failure for all users.,22.17,3,-0.257,1,Critical
TKT-02366,2024-11-10 01:00:00,chat,ProductD,South,Bronze,returns,I am getting an error code on ProductD — this is critical for my business.,5.69,2,0.306,1,Medium
TKT-02367,2024-02-11 10:00:00,chat,ProductC,South,Bronze,account,The shipment for my ProductC has not arrived yet.,7.7,5,-0.044,0,Low
TKT-02368,2024-03-25 19:00:00,call,ProductC,East,Bronze,billing,"Duplicate charge on my account for ProductC, please fix immediately.",8.45,1,-0.735,1,Critical
TKT-02369,2024-11-19 08:00:00,web,ProductA,South,Gold,general,I have an emergency: ProductA integration is failure for all users.,4.36,3,0.223,1,High
TKT-02370,2024-12-26 16:00:00,chat,ProductD,West,Silver,account,"Please escalate this asap, ProductD is down for our entire team.",19.62,5,-0.172,1,Medium
TKT-02371,2024-04-06 14:00:00,chat,ProductA,South,Platinum,shipping,The shipment for my ProductA has not arrived yet.,19.58,8,-0.107,0,Medium
TKT-02372,2024-07-28 22:00:00,chat,ProductD,Central,Gold,general,Slow performance on ProductD — response time is unacceptable.,26.05,4,-0.265,0,Medium
TKT-02373,2024-03-30 02:00:00,email,ProductD,South,Gold,technical,I am getting an error code on ProductD — this is critical for my business.,2.07,5,-0.329,1,Critical
TKT-02374,2024-02-26 02:00:00,email,ProductC,East,Platinum,technical,The ProductC application crashed and I lost all my data.,0.74,5,0.267,1,Critical
TKT-02375,2024-08-30 03:00:00,web,ProductD,West,Bronze,returns,I want to return my ProductD — it arrived broken.,2.73,3,0.048,1,Medium
TKT-02376,2024-09-08 22:00:00,chat,ProductC,West,Gold,billing,My subscription for ProductC is showing incorrect charges.,0.17,2,-1.0,0,High
TKT-02377,2024-11-16 17:00:00,chat,ProductC,North,Silver,shipping,The shipment for my ProductC has not arrived yet.,5.0,2,-0.597,0,Medium
TKT-02378,2024-12-28 01:00:00,web,ProductD,East,Gold,returns,"Duplicate charge on my account for ProductD, please fix immediately.",9.95,5,-0.531,1,Critical
TKT-02379,2024-12-07 23:00:00,email,ProductA,East,Silver,general,My subscription for ProductA is showing incorrect charges.,14.28,2,-0.98,0,Medium
TKT-02380,2024-02-12 00:00:00,chat,ProductB,West,Gold,shipping,I need to cancel my ProductB subscription and get a refund.,4.45,4,-0.799,0,High
TKT-02381,2024-05-19 16:00:00,email,ProductC,East,Bronze,shipping,My subscription for ProductC is showing incorrect charges.,5.1,4,-0.088,0,Low
TKT-02382,2024-08-03 02:00:00,chat,ProductB,Central,Silver,shipping,The ProductB application crashed and I lost all my data.,19.79,4,-0.04,1,High
TKT-02383,2024-03-02 11:00:00,chat,ProductA,South,Platinum,general,"I cannot log into my ProductA account, please help urgently.",11.72,1,-0.553,1,Critical
TKT-02384,2024-02-02 23:00:00,call,ProductA,North,Platinum,account,I have an emergency: ProductA integration is failure for all users.,11.26,2,-0.009,1,High
TKT-02385,2024-05-27 23:00:00,email,ProductB,South,Silver,account,The ProductB dashboard is completely blank — outage?,4.85,3,-0.262,1,Medium
TKT-02386,2024-10-04 14:00:00,web,ProductB,South,Platinum,general,I have a billing issue with my recent ProductB order.,26.74,1,-0.685,0,High
TKT-02387,2024-03-06 01:00:00,call,ProductA,East,Bronze,billing,My ProductA stopped working after the latest update.,8.66,4,-0.325,0,Medium
TKT-02388,2024-05-22 11:00:00,email,ProductD,North,Platinum,account,I want to return my ProductD — it arrived broken.,29.31,3,0.139,1,Critical
TKT-02389,2024-03-17 11:00:00,email,ProductA,East,Bronze,account,I am getting an error code on ProductA — this is critical for my business.,1.75,0,-0.071,1,Medium
TKT-02390,2024-12-05 12:00:00,call,ProductB,East,Bronze,technical,The ProductB dashboard is completely blank — outage?,5.5,1,-0.44,1,Critical
TKT-02391,2024-05-25 21:00:00,email,ProductC,West,Gold,account,My ProductC is not working and I need help immediately.,6.02,1,0.293,1,High
TKT-02392,2024-02-22 01:00:00,web,ProductD,South,Gold,account,I have a billing issue with my recent ProductD order.,0.72,4,0.174,0,Low
TKT-02393,2024-07-18 12:00:00,web,ProductC,North,Bronze,billing,I have an emergency: ProductC integration is failure for all users.,4.52,7,0.024,1,High
TKT-02394,2024-04-05 02:00:00,call,ProductB,East,Silver,returns,My ProductB is not working and I need help immediately.,27.46,2,-0.268,1,High
TKT-02395,2024-12-11 07:00:00,chat,ProductD,South,Silver,technical,I need to cancel my ProductD subscription and get a refund.,8.24,1,-0.097,0,Medium
TKT-02396,2024-08-18 12:00:00,call,ProductB,East,Bronze,technical,General inquiry about ProductB pricing and features.,28.74,5,-0.587,0,High
TKT-02397,2024-03-29 18:00:00,web,ProductD,North,Bronze,billing,I have been waiting for a refund on ProductD for over 3 weeks.,1.48,1,-0.256,0,Low
TKT-02398,2024-12-02 03:00:00,email,ProductD,East,Bronze,shipping,My subscription for ProductD is showing incorrect charges.,5.82,3,-0.479,0,Medium
TKT-02399,2024-03-20 12:00:00,email,ProductD,Central,Platinum,returns,"I cannot log into my ProductD account, please help urgently.",8.95,6,-0.395,1,Critical
TKT-02400,2024-12-21 03:00:00,email,ProductB,South,Platinum,billing,I have a billing issue with my recent ProductB order.,21.0,1,0.4,0,High
TKT-02401,2024-01-19 14:00:00,call,ProductB,Central,Gold,returns,The shipment for my ProductB has not arrived yet.,4.04,4,-0.262,0,Medium
TKT-02402,2024-05-25 07:00:00,call,ProductD,North,Silver,general,General inquiry about ProductD pricing and features.,1.78,0,0.556,0,Low
TKT-02403,2024-02-05 12:00:00,web,ProductA,East,Silver,technical,Need help setting up ProductA for the first time.,2.3,3,0.652,0,Medium
TKT-02404,2024-10-16 18:00:00,email,ProductD,West,Silver,returns,The ProductD dashboard is completely blank — outage?,46.53,6,0.892,1,High
TKT-02405,2024-03-20 01:00:00,web,ProductB,East,Silver,account,I have a billing issue with my recent ProductB order.,2.71,3,-0.046,0,Low
TKT-02406,2024-05-12 11:00:00,email,ProductB,Central,Gold,account,"Please help me reset my password, I cannot access ProductB.",0.53,4,0.198,1,High
TKT-02407,2024-04-03 04:00:00,call,ProductC,Central,Gold,technical,"Duplicate charge on my account for ProductC, please fix immediately.",8.33,2,-0.422,1,Critical
TKT-02408,2024-03-25 17:00:00,chat,ProductD,East,Bronze,technical,I need to cancel my ProductD subscription and get a refund.,1.88,6,-0.473,0,Medium
TKT-02409,2024-02-02 10:00:00,web,ProductA,West,Bronze,general,My ProductA is not working and I need help immediately.,17.84,2,-0.603,1,High
TKT-02410,2024-01-11 18:00:00,web,ProductC,Central,Bronze,shipping,I want to return my ProductC — it arrived broken.,21.3,3,0.316,1,Medium
TKT-02411,2024-10-14 05:00:00,chat,ProductD,West,Gold,account,I need to cancel my ProductD subscription and get a refund.,0.42,6,0.111,0,Low
TKT-02412,2024-07-20 18:00:00,call,ProductD,North,Gold,account,"Duplicate charge on my account for ProductD, please fix immediately.",7.65,0,-0.031,1,High
TKT-02413,2024-04-10 07:00:00,call,ProductB,Central,Gold,account,My subscription for ProductB is showing incorrect charges.,12.62,2,0.09,0,Low
TKT-02414,2024-05-12 17:00:00,email,ProductC,Central,Bronze,shipping,I have been waiting for a refund on ProductC for over 3 weeks.,4.39,3,-0.557,0,Medium
TKT-02415,2024-04-06 10:00:00,chat,ProductB,South,Silver,billing,I have been waiting for a refund on ProductB for over 3 weeks.,13.62,2,-0.132,0,Medium
TKT-02416,2024-01-16 16:00:00,email,ProductD,West,Platinum,account,I need to cancel my ProductD subscription and get a refund.,5.77,0,0.344,0,Medium
TKT-02417,2024-01-21 20:00:00,email,ProductD,West,Silver,returns,I am getting an error code on ProductD — this is critical for my business.,11.77,0,-0.263,1,High
TKT-02418,2024-06-04 17:00:00,chat,ProductD,East,Silver,general,I have an emergency: ProductD integration is failure for all users.,9.62,3,-0.206,1,Medium
TKT-02419,2024-04-04 13:00:00,web,ProductB,South,Gold,general,"Duplicate charge on my account for ProductB, please fix immediately.",26.85,1,-0.249,1,High
TKT-02420,2024-04-07 06:00:00,web,ProductA,West,Gold,billing,"I cannot log into my ProductA account, please help urgently.",4.19,1,-0.064,1,Critical
TKT-02421,2024-09-01 21:00:00,chat,ProductD,West,Gold,billing,Slow performance on ProductD — response time is unacceptable.,4.84,1,-0.262,0,Medium
TKT-02422,2024-09-18 01:00:00,web,ProductB,North,Platinum,general,I have an emergency: ProductB integration is failure for all users.,1.06,3,0.814,1,High
